Movie Title,Release Year,Genre,Actors,Producers,Directors
Mausam,2008,Bollywood,"[""Shahid Kapoor"", ""Vidya Balan"", ""Juhi Chawla"", ""Shah Rukh Khan"", ""Boman Irani"", ""Om Puri"", ""Vishal Malhotra"", ""Karanvir Bohra""]","[""Ramesh S Taurani"", ""Kumar S Taurani""]","[""Aziz Mirza""]"
Chashme Buddoor,2011,Bollywood,"[""Shahid Kapoor"", ""Sonam Kapoor"", ""Anupam Kher"", ""Aditi Sharma"", ""Supriya Pathak Kapur"", ""Manoj Pahwa""]","[""Sunil Lulla"", ""Sheetal Vinod Talwar""]","[""Pankaj Kapur""]"
Gadaar the Traitor,1981,Bollywood,"[""Farooq Shaikh"", ""Deepti Naval"", ""Rakesh Bedi"", ""Ravi Baswani"", ""Saeed Jaffrey"", ""Leela Mishra"", ""Amitabh Bachchan"", ""Rekha""]","[""Gul Anand""]","[""Sai Paranjpye""]"
Rock On 2,2015,Regional Indian,"[""Harbhajan Mann"", ""Manpneet Grewal"", ""Ashish Duggal"", ""Girja Shankar"", ""Shavinder Mahal""]","[""Sumeet Singh""]","[""Amitoj Maan""]"
Judge Singh LLB,2016,Bollywood,"[""Arjun Rampal"", ""Farhan Akhtar"", ""Shraddha Kapoor"", ""Prachi Desai"", ""Purab Kohli"", ""Shashank Arora"", ""Kumud Mishra"", ""Priyanshu Painyuli"", ""Dinesh Kumar"", ""Luke Kenny"", ""Shahana Goswami"", ""Sunidhi Chauhan"", """", """", """"]","[""Ritesh Sidhwani""]","[""Shujaat Saudagar""]"
Chup Chup Ke,2015,Regional Indian,"[""Ravinder Grewal"", ""Chandan Prabhakar"", ""Surbhi Mahendru"", ""B.N. Sharma"", ""Sardar Sohi"", ""Hardeep Gill"", ""Harpal Singh"", ""Parjesh Kapil"", ""Sarita Tiwari"", ""Anita Devgan""]","[""Ravinder Grewal"", ""Sardar Sohi"", ""Atharv Baluja"", ""Sumeet Singh""]","[""Atharv Baluja""]"
Special 26,2006,Bollywood,"[""Shahid Kapoor"", ""Kareena Kapoor"", ""Suniel Shetty"", ""Paresh Rawal"", ""Rajpal Yadav"", ""Om Puri"", ""Shakti Kapoor"", ""Neha Dhupia"", ""Anupam Kher"", ""Amita Nangia"", ""Manoj Joshi"", ""Asrani"", """"]","[""Ronnie Screwvala""]","[""Priyadarshan""]"
Dirty Politics,2013,Bollywood,"[""Akshay Kumar"", ""Kajal Aggarwal"", ""Anupam Kher"", ""Jimmy Shergill"", ""Divya Dutta"", ""Manoj Bajpai""]","[""Kumar Mangat""]","[""Neeraj Pandey""]"
Raaz Reboot,2015,Bollywood,"[""Mallika Sherawat"", ""Jackie Shroff""]",[],"[""K.C. Bokadia""]"
Department,2016,Bollywood,"[""Gaurav Arora"", ""Madhu Anand Chandhock"", ""Emraan Hashmi"", ""Kriti Kharbanda"", ""Claudia Susanu"", ""Vlad Udrescu""]","[""Mukesh Bhatt"", ""Bhushan Kumar"", ""Krishan Kumar""]","[""Vikram Bhatt""]"
Gunday,2012,Bollywood,"[""Amitabh Bachchan"", ""Rana Daggubati"", ""Sanjay Dutt"", ""Vijay Raaz""]","[""Amit Sharma"", ""Siddhant Uberoi""]","[""Ram Gopal Varma""]"
Aaina,2014,Bollywood,"[""Ranveer Singh"", ""Arjun Kapoor"", ""Priyanka Chopra"", ""Irrfan Khan"", ""Saurabh Shukla""]","[""Aditya Chopra""]","[""Ali Abbas Zafar""]"
Action Jackson,1993,Bollywood,"[""Amrita Singh"", ""Jackie Shroff"", ""Juhi Chawla""]","[""Yash Chopra""]","[""Deepak Sareen""]"
Titli,2015,Bollywood,"[""Ajay Devgn"", ""Sonakshi Sinha"", ""Yami Gautam"", ""Kunaal Roy Kapur"", ""Manasvi Mamgai""]","[""Gordhan P Tanwani"", ""Sunil Lulla""]","[""Prabhudheva""]"
Bunty Aur Babli,2015,Bollywood,"[""Ranvir Shorey"", ""Amit Sial"", ""Lalit Behl"", ""Shashank Arora"", ""Shivani Raghuvanshi""]","[""Dibakar Banerjee""]","[""Kanu Behl""]"
Thank You,2005,Bollywood,"[""Abhishek Bachchan"", ""Rani Mukerji"", ""Amitabh Bachchan""]","[""Aditya Chopra""]","[""Shaad Ali Sahgal""]"
Laaga Chunari Mein Daag,2011,Bollywood,"[""Akshay Kumar"", ""Bobby Deol"", ""Sonam A. Kapoor"", ""Suniel Shetty"", ""CELINA JAITLEY"", ""Irrfan"", ""RIMI"", ""Mallika Sherawat"", ""Vidya Balan""]","[""Twinkle Khanna"", ""Ronnie Screwvala""]","[""Anees Bazmee""]"
Ta Ra Rum Pum,2007,Bollywood,"[""Abhishek Bachchan"", ""Rani Mukerji"", ""Konkona Sen Sharma"", ""Jaya Bachchan"", ""Kunal Kapoor"", ""Anupam Kher""]","[""Pradeep Sarkar"", ""Aditya Chopra""]","[""Pradeep Sarkar""]"
Chaahat,2007,Bollywood,"[""Saif Ali Khan"", ""Rani Mukerji"", ""Javed Jaffery""]","[""Aditya Chopra""]","[""Siddharth Anand""]"
Dil Hai Ki Manta Nahin,1996,Bollywood,"[""Shah Rukh Khan"", ""Pooja Bhatt"", ""Naseeruddin Shah"", ""Anupam Kher"", ""Ramya Krishnan"", ""Avtar Gill"", ""Mushtaq Khan"", ""Pankaj Berry"", ""Tiku Talasania"", ""Razak Khan""]","[""Robin Bhatt"", ""Viral Lakhia""]","[""Mahesh Bhatt""]"
Raja Natwarlal,1991,Bollywood,"[""Aamir Khan"", ""Pooja Bhatt"", ""Anupam Kher"", ""Sameer Chitre""]","[""Mukesh Bhatt"", ""Gulshan Kumar""]","[""Mahesh Bhatt""]"
Himmatwala,2014,Bollywood,"[""Emraan Hashmi"", ""Humaima Malick"", ""Paresh Rawal"", ""Deepak Tijori"", ""Kay Kay Menon""]","[""Siddharth Roy Kapur""]","[""Kunal Deshmukh""]"
Lamhe,2013,Bollywood,"[""Ajay Devgn"", ""Tamannaah Bhatia"", ""Paresh Rawal"", ""Mahesh Manjrekar"", ""Adhyayan Suman"", ""Zarina Wahab"", ""Leena Jumani"", ""Anil Dhawan""]","[""Ronnie Screwvala"", ""Vashu Bhagnani""]","[""Sajid Khan""]"
Humpty Sharma Ki Dulhania,1991,Bollywood,"[""Anil Kapoor"", ""Sridevi""]","[""Yash Chopra""]","[""Yash Chopra""]"
Parinda,2014,Bollywood,"[""Varun Dhawan"", ""Alia Bhatt"", ""Ashutosh Rana"", ""Siddharth Shukla""]","[""Hiroo Johar"", ""Karan Johar""]","[""Shashank Khaitan""]"
Shanghai,2006,Bollywood,"[""Nana Patekar"", ""Jackie Shroff"", ""Suresh Uberoi"", ""Madhuri Dixit"", ""Anil Kapoor"", ""Anupam Kher""]","[""Vidhu Vinod Chopra""]","[""Vidhu Vinod Chopra""]"
Mickey Virus,2012,Bollywood,"[""Abhay Deol"", ""Emraan Hashmi"", ""Prosenjit Chatterjee"", ""Kalki Koechlin"", ""Supriya Pathak"", ""Pitobash Tripathy"", ""Farooq Sheikh"", ""Anant Jog"", ""Chinmay Mandlekar"", ""Tillotama Shome""]","[""Dibakar Bannerjee"", ""Ajay Bijli"", ""Sanjeev K Bijli"", ""Priya Sreedharan""]","[""Dibakar Bannerjee""]"
Padosan,2013,Bollywood,"[""Manish Paul"", ""Elli Avram"", ""Varun Badola"", ""Manish Chaudhary"", ""Puja Gupta"", ""Raghav Kakkar"", ""Jagdish Rajpurohit""]","[""Arun Rangachari"", ""Vivek Rangachari""]","[""Saurabh Varma""]"
Force 2,1968,Bollywood,"[""Saira Banu"", ""Mehmood"", ""Kishore Kumar"", ""Om Prakash"", ""Mukri"", ""Raj Kishore""]","[""Mehmood"", ""N.C Sippy""]","[""Jyoti Swaroop""]"
Barkhaa,2016,Bollywood,"[""John Abraham"", ""Sonakshi Sinha"", ""Tahir Raj Bhasin"", ""Adil Hussain""]","[""John Abraham"", ""Viacom18 Motion Pictures"", ""Vipul Amrutlal Shah""]","[""Abhinay Deo""]"
Pyaar Impossible,2015,Bollywood,"[""Taaha Shah"", ""Sara Loren"", ""Priyanshu Chatterjee"", ""Shweta Pandit"", ""Puneet Issar""]","[""Shabana Hashmi""]","[""Shadaab Mirza""]"
Aladin,2010,Bollywood,"[""Uday Chopra"", ""Priyanka Chopra""]",[],"[""Jugal Hansraj""]"
Lingaa,2009,Bollywood,"[""Amitabh Bachchan"", ""Sanjay Dutt"", ""Riteish Deshmukh"", ""Jacqueline Fernandez"", ""Sahil Khan""]","[""Sujoy Ghosh"", ""Sunil A. Lulla""]","[""Sujoy Ghosh""]"
Main Tera Hero,2015,Bollywood,"[""Rajinikanth"", ""Anushka Shetty"", ""Sonakshi Sinha"", ""Jagapathi Babu"", ""Santhanam"", ""K. Vishwanath"", ""K.S. Ravikumar"", ""Prabhu Ganesan""]","[""Rockline Venkatesh""]","[""K.S. Ravikumar""]"
Ek Vivaah… Aisa Bhi,2014,Bollywood,"[""Varun Dhawan"", ""Ileana D'Cruz"", ""Nargis Fakhri""]","[""Shobha Kapoor"", ""Ekta Kapoor""]","[""David Dhawan""]"
Wedding Pullav,2008,Bollywood,"[""Isha Koppikar"", ""Sonu Sood"", ""Alok Nath"", ""Smita Jaykar"", ""Anang Desai"", ""Vishal Malhotra"", ""Daman Baggan""]","[""Kamal Kumar Barjatya"", ""Rajkumar Barjatya"", ""Ajit Kumar Barjatya""]","[""Kaushik Ghatak""]"
Theri,2015,Bollywood,"[""Diganth Manchale"", ""Sonnalli Seygall"", ""Anushka Ranjan"", ""Karan V Grover"", ""Rishi Kapoor"", ""Satish Kaushik"", ""Upasana Singh"", ""Parmeet Sethi"", ""Kitu Gidwani"", ""Himani Shivpuri"", ""Tripta Lakhan Pal"", ""Aru Verma"", """", """"]","[""Shashi Ranjan"", ""Anu Ranjan""]","[""Binod Pradhan""]"
Bol,2016,Regional Indian,"[""Vijay"", ""Samantha"", ""Amy Jackson"", ""Radhika Sarathkumar"", ""Baby Nainika"", ""Kalyani N.""]","[""Kalaippuli S. Thanu"", ""D. Paranthaman"", ""A.K. Nataraj""]","[""Atlee Kumar""]"
Sairat,2011,Bollywood,"[""Hummaima Malick"", ""Manzar Sehbai"", ""Atif Aslam"", ""Iman Ali"", ""Mahira Khan"", ""Shafqat Cheema"", ""Amr Kashmiri"", ""Zeb Sajjad""]",[],"[""Shoaib Mansoor""]"
Provoked,2016,Bollywood,"[""Akash Thosar"", ""Rinku Rajguru""]","[""Nitin Keni"", ""Nikhil Sane""]","[""Nagraj Manjule""]"
Eklavya: The Royal Guard,2007,Bollywood,"[""Aishwarya Rai"", ""Miranda Richardson"", ""Nandita Das"", ""Naveen Andrews"", ""Ray Panthaki""]","[""Sunanda Murali Manohar""]","[""Jagmohan Mundra""]"
Shor In the City,2007,Bollywood,"[""Vidya Balan"", ""Jackie Shroff"", ""Parikshat Sahni"", ""Sanjay Dutt"", ""Raima Sen"", ""Sharmila Tagore"", ""Saif Ali Khan"", ""Jimmy Shergill"", ""Boman Irani"", ""Amitabh Bachchan""]","[""Vidhu Vinod Chopra""]","[""Vidhu Vinod Chopra""]"
Airlift,2011,Bollywood,"[""Sendhil Ramamurthy"", ""Tusshar Kapoor"", ""Nikhil Dwivedi"", ""Preeti Desai"", ""Sundeep Kishan"", ""Pitobash"", ""Radhika Apte"", ""Girija Oak"", ""Zakir Hussain""]","[""Ekta Kapoor"", ""Shobha Kapoor""]","[""Krishna DK"", ""Raj Nidimoru""]"
Rabba Main Kya Karoon,2016,Bollywood,"[""Akshay Kumar"", ""Nimrat Kaur"", ""Kumud Mishra"", ""Inaamulhaq"", ""Purab Kohli""]","[""Monisha Advani"", ""Aruna Bhatia"", ""Bhushan Kumar"", ""Krishan Kumar"", ""Vikram Malhotra""]","[""Raja Menon""]"
Golmaal 3,2013,Bollywood,"[""Akash Chopra"", ""Arshad Warsi"", ""Tahira Kochchar"", ""Paresh Rawal"", ""Tinnu Anand"", ""Shakti Kapoor""]","[""Moti Sagar""]","[""Amrit Sagar Chopra""]"
Grand Masti,2013,Action & Adventure,"[""Ajay Devgn"", ""Kareena Kapoor"", ""Arshad Warsi"", ""Kunal Khemu"", ""Shreyas Talpade"", ""Tusshar Kapoor"", ""Mithun Chakraborty"", ""Ratna Pathak"", ""Mukesh Tiwari"", ""Johnny Lever""]","[""Dhilin Mehta""]","[""Rohit Shetty""]"
Darr,2013,Comedy,"[""Vivek Oberoi"", ""Riteish Deshmukh"", ""Aftab Shivdasani"", ""Sonalee"", ""Manjari Fadnis"", ""Karishma K Tanna"", ""Maryam Zakaria"", ""Bruna Abdalah"", ""Kainaat Arora"", ""Suresh Menon"", ""Pradeep Rawat""]","[""Indra Kumar"", ""Ashok Thakeria""]","[""Indra Kumar""]"
Mary Kom,1993,Bollywood,"[""Shah Rukh Khan"", ""Juhi Chawla"", ""Sunny Deol""]","[""Yash Chopra"", ""Honey Irani""]","[""Yash Chopra""]"
Maya Memsaab,2014,Bollywood,"[""Priyanka Chopra"", ""Zachary Coffin"", ""Darshan Kumaar""]","[""Sanjay Leela Bhansali""]","[""Omung Kumar""]"
Udaan,1993,Bollywood,"[""Shah Rukh Khan"", ""Deepa Sahi"", ""Farooque Shaikh"", ""Paresh Rawal"", ""Raj Babbar""]","[""Ketan Mehta""]","[""Ketan Mehta""]"
Main Meri Patni Aur Woh,2010,Bollywood,"[""Rajat Barmecha"", ""Ronit Roy"", ""Sanjay Gandhi"", ""Manjot Singh"", ""Ram Kapoor""]","[""Sanjay Singh"", ""Ronnie Screwvala"", ""Anurag Kashyap""]","[""Vikramaditya Motwane""]"
Thoda Pyaar Thoda Magic,2005,Bollywood,"[""Rajpal Yadav"", ""Rituparna Sengupta"", ""Vinod Nagpal"", ""Varun Badola"", ""Kay Kay Menon"", ""Naseeruddin Shah""]","[""Ronnie Screwvala""]","[""Chandan Arora""]"
Rush,2008,Bollywood,"[""Saif Ali Khan"", ""Rani Mukerji""]","[""Aditya Chopra""]","[""Kunal Kohli""]"
Chandni,2012,Bollywood,"[""Emraan Hashmi"", ""Sagarika Ghatge"", ""Neha Dhupia"", ""Aditya Pancholi"", ""Ashok Banthia""]","[""Percept Pictures""]","[""Shamin Desai""]"
Tere Naal Love Ho Gaya,1989,Bollywood,"[""Sridevi"", ""Rishi Kapoor"", ""Vinod Khanna""]",[],[]
Son of Sardaar,2012,Bollywood,"[""Riteish Deshmukh"", ""Genelia Deshmukh"", ""Om Puri"", ""Tinnu Anand""]","[""Renu Taurani"", ""Kumar S Taurani""]","[""Mandeep Kumar""]"
Gangs of Wasseypur,2013,Bollywood,"[""Ajay Devgn"", ""Sonakshi Sinha"", ""Sanjay Dutt"", ""Juhi Chawla"", ""Mukul Dev"", ""Vindu Dara Singh""]","[""Ajay Devgn"", ""N R Pachisia"", ""Pravin Talreja""]","[""Ashwni Dhir""]"
Mary Poppins,2015,Action & Adventure,"[""Manoj Bajpayee"", ""Tigmanshu Dhulia"", ""Piyush Mishra"", ""Richa Chadda"", ""Reema Sen""]","[""Anurag Kashyap"", ""Viacom 18 Motion Pictures"", ""Guneet Monga"", ""Sunil Bohra""]","[""Anurag Kashyap""]"
The Sound of Music,1964,Kids & Family,"[""Julie Andrews"", ""Dick Van Dyke"", ""David Tomlinson"", ""Glynis Johns"", ""Hermione Baddeley"", ""Karen Dotrice"", ""Matthew Garber"", ""Elsa Lanchester"", ""Arthur Treacher"", ""Reginald Owen"", ""Ed Wynn""]",[],"[""Robert Stevenson""]"
Dirty Dancing,1965,Musicals,"[""Julie Andrews"", ""Christopher Plummer"", ""Eleanor Parker"", ""Peggy Wood"", ""Richard Haydn""]",[],"[""Robert Wise""]"
Casablanca,1987,Romance,"[""Patrick Swayze"", ""Jennifer Grey"", ""Jerry Orbach"", ""Cynthia Rhodes"", ""Jack Weston""]","[""Michell Cannold"", ""Steven Reuther"", ""Linda Gottlieb""]","[""Emile Ardolino""]"
Breakfast At Tiffany's,1942,Classics,"[""Humphrey Bogart"", ""Ingrid Bergman"", ""Paul Henreid"", ""Claude Rains"", ""Conrad Veidt"", ""Sydney Greenstreet"", ""Peter Lorre"", ""Dooley Wilson"", ""Szöke Szakall"", ""Madeleine Lebeau""]","[""Hal B. Wallis""]","[""Michael Curtiz""]"
Alice In Wonderland (1951),1961,Romance,"[""Audrey Hepburn"", ""George Peppard"", ""Patricia Neal"", ""Buddy Ebsen"", ""Martin Balsam"", ""Mickey Rooney"", ""John McGiver"", ""Dorothy Whitney"", ""Stanley Adams"", ""Elvia Allman""]","[""Martin Jurow"", ""Richard Shepherd""]","[""Blake Edwards""]"
Gone With the Wind,1951,Kids & Family,"[""Kathryn Beaumont"", ""Ed Wynn"", ""Richard Hadyn"", ""Sterling Holloway"", ""Jerry Colonna"", ""Verna Felton""]","[""Walt Disney""]","[""Clyde Geronimi"", ""Wilfred Jackson"", ""Hamilton Luske""]"
Grease,1939,Drama,"[""Clark Gable"", ""Vivien Leigh"", ""Olivia de Havilland"", ""Leslie Howard"", ""Hattie McDaniel"", ""Thomas Mitchell"", ""Thelma \""Butterfly\"" McQueen"", ""Laura Hope Crews"", ""Ona Munson""]","[""David O. Selznick""]","[""Victor Fleming""]"
The Iron Giant,1978,Musicals,"[""Jeff Conaway"", ""Barry Pearl"", ""Michael Tucci"", ""Stockard Channing"", ""Joan Blondell"", ""John Travolta"", ""Dinah Manoff"", ""Olivia Newton-John"", ""Eve Arden"", ""Didi Conn""]","[""Allan Carr"", ""Robert Stigwood""]","[""Randal Kleiser""]"
Blazing Saddles,1999,Sci-Fi & Fantasy,"[""Eli Marienthal"", ""Vin Diesel"", ""Jennifer Aniston"", ""Harry Connick, Jr."", ""Christopher McDonald"", ""James Gammon""]","[""Des McAnuff"", ""Allison Abbate""]","[""Brad Bird""]"
"The Good, the Bad and the Ugly",1974,Comedy,"[""Cleavon Little"", ""Gene Wilder"", ""Slim Pickens"", ""Harvey Korman"", ""David Huddleston"", ""Mel Brooks"", ""Madeline Kahn"", ""Alex Karras"", ""Dom DeLuise"", ""John Hillerman"", ""Count Basie""]","[""Mel Brooks"", ""Michael Hertzberg""]","[""Mel Brooks""]"
Rear Window (1954),1967,Western,"[""Clint Eastwood"", ""Lee Van Cleef"", ""Eli Wallach""]","[""Alberto Grimaldi""]","[""Sergio Leone""]"
Vertigo (1958),1954,Thriller,"[""James Stewart"", ""Grace Kelly"", ""Raymond Burr"", ""Wendell Corey"", ""Thelma Ritter""]","[""Alfred Hitchcock""]","[""Alfred Hitchcock""]"
Citizen Kane,1958,Thriller,"[""James Stewart"", ""Kim Novak"", ""Barbara Bel Geddes"", ""Tom Helmore""]","[""Alfred Hitchcock""]","[""Alfred Hitchcock""]"
The Magnificent Seven,1941,Drama,"[""Orson Welles"", ""Joseph Cotton"", ""Dorothy Comingore"", ""Everett Sloane"", ""Ray Collins"", ""George Coulouris"", ""Agnes Moorehead"", ""Paul Stewart"", ""Ruth Warrick"", ""Erskine Sanford"", ""William Alland""]",[],"[""Orson Welles""]"
Singin' In the Rain,1960,Western,"[""Yul Brynner"", ""Eli Wallach"", ""Steve McQueen"", ""Charles Bronson"", ""James Coburn""]","[""Walter Mirisch"", ""John Sturges""]","[""John Sturges""]"
Psycho (1960),1953,Musicals,"[""Gene Kelly"", ""Donald O'Connor"", ""Debbie Reynolds"", ""Jean Hagen"", ""Millard Mitchell"", ""Cyd Charisse"", ""Rita Moreno""]","[""Arthur Freed""]","[""Stanley Donen"", ""Gene Kelly""]"
Bambi,1960,Horror,"[""Anthony Perkins"", ""Janet Leigh"", ""Vera Miles"", ""John Gavin"", ""Martin Balsam""]","[""Alfred Hitchcock""]","[""Alfred Hitchcock""]"
North By Northwest,1942,Kids & Family,"[""Bobbie Stewart"", ""Donald R. Dunagan"", ""Hardie Albright"", ""Peter C. Behn"", ""Tim Davis"", ""SAM EDWARDS"", ""Stan Alexander"", ""Sterling Holloway"", ""Cammie King"", ""Ann Gillis"", ""Paula Winslowe"", ""Will Wright"", """"]","[""Walt Disney""]","[""David D. Hand""]"
Snow White and the Seven Dwarfs (1937),1959,Action & Adventure,"[""Cary Grant"", ""Eva Marie Saint"", ""James Mason"", ""Martin Landau""]",[],"[""Alfred Hitchcock""]"
Roman Holiday,1937,Kids & Family,"[""Adriana Caselotti"", ""Harry Stockwell"", ""Lucille La Verne"", ""Moroni Olsen"", ""Billy Gilbert"", ""Pinto Colvig"", ""Eddie Collins"", ""Otis Harlan"", ""Scotty Mattraw"", ""Roy Atwell"", ""Stuart Buchanan""]",[],"[""David Hand""]"
To Catch a Thief (1955),1953,Romance,"[""Paolo Carlini"", ""Audrey Hepburn"", ""Margaret Rawlings"", ""Eddie Albert"", ""Gregory Peck"", ""Paola Borboni"", ""Tullio Carminatti"", ""Hartley Power"", ""Claudio Ermelli"", ""Harcourt Williams""]","[""William Wyler""]",[]
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1955,Thriller,"[""Grace Kelly"", ""Jesse Royce Landis"", ""John Williams"", ""Charles Vanel"", ""Brigitte Auber"", ""Jean Martinelli"", ""Georgette Anys"", ""Adele St. Maur"", ""Marie Stoddard""]","[""Alfred Hitchcock""]","[""Alfred Hitchcock""]"
To Kill a Mockingbird,1964,Comedy,"[""Peter Sellers"", ""George C. Scott"", ""Sterling Hayden"", ""Keenan Wynn"", ""Slim Pickens"", ""Peter Bull"", ""Tracy Reed"", ""James Earl Jones""]",[],"[""Stanley Kubrick""]"
One Flew Over the Cuckoo's Nest,1962,Drama,"[""Gregory Peck""]","[""Alan J. Pakula""]","[""Robert Mulligan""]"
West Side Story,1975,Drama,"[""Jack Nicholson"", ""Louise Fletcher"", ""William Redfield"", ""Danny DeVito"", ""Brad Dourif"", ""Will Sampson"", ""Christopher Lloyd"", ""Scatman Crothers"", ""Vincent Schiavelli""]","[""Saul Zaentz"", ""Michael Douglas""]","[""Miloš Forman""]"
Chinatown,1961,Musicals,"[""Natalie Wood"", ""Richard Beymer"", ""Russ Tamblyn"", ""Rita Moreno"", ""George Chakiris""]","[""Robert Wise""]","[""Jerome Robbins"", ""Robert Wise""]"
Annie Hall,1974,Drama,"[""Jack Nicholson"", ""Faye Dunaway"", ""John Huston"", ""Perry Lopez"", ""John Hillerman"", ""Diane Ladd"", ""Darrell Zwerling"", ""James Hong"", ""Noble Willingham"", ""Denny Arnold""]","[""Robert Evans""]","[""Roman Polanski""]"
A Clockwork Orange,1977,Comedy,"[""Woody Allen"", ""Diane Keaton"", ""Tony Roberts"", ""Carol Kane"", ""Paul Simon"", ""Shelley Duvall"", ""Colleen Dewhurst"", ""Christopher Walken""]","[""Charles H. Joffe"", ""Jack Rollins""]","[""Woody Allen""]"
A Fistful of Dollars,1972,Drama,"[""Michael Bates"", ""Patrick Magee"", ""Malcolm McDowell"", ""Warren Clarke"", ""John Clive"", ""Adrienne Corri"", ""Carl Duering"", ""Paul Farrell"", ""Clive Francis"", ""Michael Gover"", ""Miriam Karlin"", ""James Marcus"", """", """", """", """", """", """", """", """", """"]",[],"[""Stanley Kubrick""]"
Terms of Endearment,1967,Western,"[""Clint Eastwood"", ""Marianne Koch"", ""Gian Maria Volontè"", ""Wolfgang Lukschy"", ""Mario Brega""]","[""Giorgio Papi"", ""Arrigo Colombo""]","[""Sergio Leone""]"
Pinocchio,1983,Drama,"[""Debra Winger"", ""Shirley MacLaine"", ""Jack Nicholson"", ""Jeff Daniels"", ""John Lithgow"", ""Troy Bishop"", ""Danny DeVito"", ""Lisa Hart Carroll"", ""Betty King"", ""Norman Bennet""]","[""James L. Brooks"", ""Penney Finkelman Cox"", ""Martin Jurow""]","[""James L. Brooks""]"
Funny Face,1940,Kids & Family,"[""Dickie Jones"", ""Christian Rub"", ""Cliff Edwards"", ""Evelyn Venable"", ""Walter Catlett"", ""Charles Judels"", ""Frankie Darro""]",[],"[""Ben Sharpsteen"", ""Hamilton Luske""]"
The Sting,1957,Romance,"[""Sunny Harnett"", ""Ruta Lee"", ""Fred Astaire"", ""Michel Auclair"", ""Virginia Gibson"", ""Suzy Parker"", ""Robert Flemyng"", ""Sue England"", ""Audrey Hepburn"", ""Kay Thompson""]","[""Roger Edens""]","[""Stanley Donen""]"
The Birds,1973,Comedy,"[""Robert Redford"", ""Paul Newman"", ""Robert Shaw""]","[""Tony Bill"", ""Julia Phillips"", ""Robert L. Crawford"", ""Richard D. Zanuck"", ""Michael Phillips""]","[""George Roy Hill""]"
Sabrina (1954),1963,Thriller,"[""Tippi Hedren"", ""Suzanne Pleshette"", ""Jessica Tandy"", ""Rod Taylor""]","[""Alfred Hitchcock"", ""Norman Deming""]","[""Alfred Hitchcock""]"
Beneath the Planet of the Apes,1954,Comedy,"[""Humphrey Bogart"", ""Audrey Hepburn"", ""William Holden"", ""Walter Hampden"", ""John Williams"", ""Martha Hyer"", ""Francis X. Bushman"", ""Joan Vohs"", ""Marcel Dalio"", ""Marcel Hillaire""]","[""Billy Wilder""]","[""Billy Wilder""]"
The Man Who Knew Too Much (1956),1970,Sci-Fi & Fantasy,"[""James Fanciscus"", ""Kim Hunter"", ""Maurice Evans"", ""Linda Harrison"", ""Charlton Heston""]",[],"[""Ted Post""]"
Miracle On 34th Street (1947),1956,Drama,"[""James Stewart"", ""Doris Day"", ""Daniel Gélin"", ""Brenda De Banzie"", ""Bernard Miles"", ""Ralph Truman"", ""Mogens Wieth"", ""Alan Mowbray"", ""Hillary Brooke"", ""Carolyn Jones""]","[""Alfred Hitchcock""]","[""Alfred Hitchcock""]"
Manhattan,1947,Kids & Family,"[""Maureen O'Hara"", ""John Payne"", ""Edmund Gwenn"", ""Gene Lockhart"", ""Natalie Wood"", ""Porter Hall"", ""William Frawley""]",[],"[""George Seaton""]"
True Grit (1969),1979,Comedy,"[""Woody Allen"", ""Diane Keaton"", ""Mariel Hemingway"", ""Meryl Streep"", ""Michael Murphy""]","[""Charles H. Hoffe""]","[""Woody Allen""]"
Hang 'Em High,1969,Western,"[""Ron Soble"", ""Jeff Corey"", ""Glen Campbell"", ""Alfred Ryder"", ""Dennis Hopper"", ""Kim Darby"", ""Jeremy Slate"", ""John Wayne"", ""Robert Duvall"", ""Strother Martin""]","[""Hal B. Wallis"", ""Paul Nathan""]","[""Henry Hathaway""]"
Taxi Driver,1968,Western,"[""Clint Eastwood"", ""Inger Stevens"", ""Ed Begley"", ""Ben Johnson"", ""Dennis Hopper""]","[""Leonard Freeman""]","[""Ted Post""]"
In Harm's Way,1976,Drama,"[""Peter Boyle"", ""Cybill Shepherd"", ""Jodie Foster"", ""Albert Brooks"", ""Robert De Niro"", ""Harvey Keitel"", ""Leonard Harris""]","[""Julia Phillips"", ""Michael Phillips""]","[""Martin Scorsese""]"
The Great Escape (1963),1965,Drama,"[""John Wayne"", ""Kirk Douglas"", ""Patricia Neal"", ""Tom Tryon"", ""Dana Andrews"", ""Paula Prentiss"", ""Brandon de Wilde"", ""Henry Fonda"", ""Jill Haworth"", ""Stanley Holloway""]","[""Otto Preminger""]","[""Otto Preminger""]"
Westworld,1963,Action & Adventure,"[""Steve McQueen"", ""James Garner"", ""Charles Bronson"", ""Richard Attenborough"", ""James Coburn""]","[""John Sturges""]","[""John Sturges""]"
Harold and Maude,1973,Sci-Fi & Fantasy,"[""Yul Brynner"", ""Richard Benjamin"", ""James Brolin"", ""Dick Van Patten""]","[""Paul N. Lazarus III""]","[""Michael Crichton""]"
Close Encounters of the Third Kind (Director's Cut),1971,Comedy,"[""Ruth Gordon"", ""Bud Cort"", ""Vivian Pickles"", ""Cyril Cusack"", ""Charles Tyner"", ""Ellen Geer"", ""William Lucking"", ""G. Wood"", ""Eric Christmas"", ""M. Borman""]","[""Colin Higgins"", ""Mildred Lewis"", ""Charles Mulvehill""]","[""Hal Ashby""]"
